ID,Application_Date,Applicant_Income,Applicant_Age,Loan_Amount,Loan_Term,Credit_Score,Employment_Years,Education_Level,Current_Address_Years,Has_Collateral,Debt_To_Income_Ratio,Approved
18020,9/16/2022,49770,26,267590,1,395,28,Postgraduate,14,1,0.401337619,1
6802,9/16/2022,83340,47,229230,8,566,18,Postgraduate,4,0,0.697558105,1
11578,9/16/2022,64200,33,106490,1,724,27,Doctoral,13,1,0.073687202,1
7963,9/16/2022,56380,54,247320,3,252,25,Bachelor,3,0,0.449795453,0
20362,9/19/2022,99380,36,201970,5,484,4,Postgraduate,7,0,0.884060833,0
15902,9/19/2022,56640,45,292720,4,618,19,Postgraduate,1,1,0.495829472,1
22012,9/19/2022,76920,29,267510,3,384,18,Postgraduate,4,1,0.510512533,1
9770,9/19/2022,69480,53,276700,7,469,9,Bachelor,5,0,0.307829694,0
15434,9/19/2022,65280,40,193870,6,426,17,Bachelor,12,1,0.415201823,1
15168,9/20/2022,92080,55,290090,1,702,25,Postgraduate,12,0,0.311382067,0
18071,9/21/2022,76790,50,192490,5,515,8,Bachelor,10,0,0.31761513,0
22009,9/21/2022,75980,48,141870,9,333,14,Doctoral,5,1,0.422637539,1
8654,9/21/2022,98820,47,153010,5,463,16,Bachelor,4,1,0.256923157,1
7271,9/21/2022,78650,22,194040,3,700,9,High School,3,0,0.459469154,0
12767,9/21/2022,33080,35,202020,8,510,5,Doctoral,14,0,0.749290858,0
2180,9/22/2022,77270,42,271140,4,642,25,Bachelor,12,0,0.518186542,0
24288,9/22/2022,89500,21,129960,1,291,25,Doctoral,9,1,0.691036937,1
21475,9/22/2022,56970,49,247620,6,318,23,Doctoral,2,0,0.186606697,0
11196,9/22/2022,59380,35,175790,1,365,22,Bachelor,5,1,0.425694233,1
23133,9/22/2022,96210,43,143540,4,420,5,Postgraduate,14,0,1.396747711,0
6638,9/22/2022,96260,53,298200,5,734,24,High School,14,0,3.208627126,1
19567,9/22/2022,56740,43,109690,6,616,23,Postgraduate,12,0,0.667285555,1
17361,9/22/2022,90420,40,157220,6,596,16,Bachelor,14,0,0.560722172,1
7337,9/23/2022,63610,42,77920,6,531,4,Bachelor,14,1,0.32694309,1
23563,9/23/2022,30630,48,235470,1,757,26,Bachelor,12,0,0.118201336,0
22713,9/23/2022,80020,53,281690,1,261,22,Bachelor,1,0,2.716831683,0
9989,9/23/2022,50680,25,66370,4,481,5,Bachelor,3,1,3.732407851,0
20663,9/26/2022,77870,23,224790,2,673,20,Postgraduate,14,0,0.599040192,0
9563,9/26/2022,91230,33,298930,5,392,27,Postgraduate,13,0,0.151595175,0
5218,9/26/2022,98940,44,242460,1,587,1,Doctoral,9,0,0.351768909,0
23644,9/26/2022,35050,28,178630,8,265,19,Postgraduate,4,0,0.314386126,0
23342,9/26/2022,74910,23,148460,3,792,7,Doctoral,8,1,2.491179523,1
18844,9/27/2022,62430,39,59120,8,726,25,Bachelor,9,0,0.500904341,0
15290,9/27/2022,73050,45,54060,2,434,5,Doctoral,11,0,0.160128388,0
2716,9/27/2022,77940,33,283180,8,589,20,Postgraduate,7,1,0.181271749,1
15029,9/28/2022,81600,35,69090,2,712,27,Bachelor,14,1,0.363085447,1
11543,9/28/2022,42780,34,135340,7,598,29,Doctoral,10,1,0.301138211,0
9070,9/28/2022,85940,33,88050,5,782,15,Bachelor,6,1,0.216310737,1
4219,9/28/2022,45490,26,232360,7,316,24,Postgraduate,2,1,0.136665437,1
8895,9/28/2022,97560,38,121430,1,265,7,Bachelor,12,0,0.143786396,0
17729,9/28/2022,31280,37,159040,3,471,4,Postgraduate,5,1,0.524472441,1
17681,9/28/2022,33820,29,140860,2,423,21,Doctoral,11,1,0.721395655,1
9325,9/28/2022,53620,25,58740,7,542,29,Bachelor,3,1,1.025870406,0
4738,9/29/2022,69040,55,204160,6,363,24,Doctoral,4,0,2.848092405,1
18956,9/29/2022,40430,53,247450,3,434,20,Bachelor,12,1,0.226399268,1
22845,9/29/2022,97340,52,243500,1,324,28,Postgraduate,11,0,0.507460342,0
19758,9/29/2022,76310,59,271560,6,387,26,Postgraduate,7,0,0.347214962,0
16443,9/29/2022,34260,21,87920,3,742,19,Bachelor,10,1,0.307310076,1
22946,9/29/2022,57740,43,289400,3,534,19,Bachelor,1,0,0.140459517,0
16633,9/30/2022,83570,25,99990,2,658,12,Doctoral,8,1,0.283094143,0
17620,9/30/2022,84480,48,109060,4,662,15,Bachelor,8,0,0.270392375,1
17753,9/30/2022,65100,24,152180,4,571,10,Postgraduate,7,1,1.686318131,1
14989,9/30/2022,89930,30,266450,2,621,14,Bachelor,8,1,0.584199584,0
8883,9/30/2022,32960,24,172840,3,473,15,High School,10,0,1.991827957,0
9549,9/30/2022,77040,41,124610,7,316,1,Bachelor,3,1,0.079798472,1
3492,9/30/2022,43710,32,231240,9,357,11,Bachelor,13,1,0.486681922,0
2454,9/30/2022,58560,21,230340,8,356,25,Postgraduate,11,0,0.590304125,0
14592,9/30/2022,39150,22,257650,6,486,6,Postgraduate,8,1,0.870391166,1
3906,9/30/2022,75310,26,53180,6,279,27,Bachelor,13,0,0.949142725,0
8981,9/30/2022,96150,24,155620,3,400,20,Bachelor,1,1,0.563439643,1
23023,9/30/2022,57570,44,195470,8,599,9,Bachelor,1,1,0.161565079,1
8700,9/30/2022,71650,51,116410,3,730,19,Bachelor,1,1,0.695698448,1
17178,9/30/2022,83100,30,166280,9,552,3,Postgraduate,8,0,0.675068194,0
9016,10/3/2022,64610,35,200790,5,567,21,Bachelor,5,1,3.305463576,0
4927,10/3/2022,50390,51,54940,5,571,19,Postgraduate,14,1,3.524048816,0
3190,10/3/2022,65910,22,125700,3,764,29,Bachelor,8,0,0.187181208,0
22683,10/3/2022,97170,25,177800,5,663,3,Doctoral,9,0,1.460458394,0
19647,10/3/2022,45860,45,220640,7,320,29,Doctoral,12,1,0.407631389,1
20231,10/3/2022,69680,31,287690,6,431,25,Postgraduate,5,0,0.599390155,0
20390,10/3/2022,74500,36,176830,4,491,24,High School,8,1,0.346754212,1
15692,10/3/2022,65440,28,77110,1,702,19,Bachelor,4,1,0.246079614,1
24106,10/3/2022,64230,57,299240,3,738,17,Doctoral,10,0,2.527137737,0
7936,10/3/2022,35220,47,290630,5,768,22,Bachelor,7,0,0.52742268,0
14721,10/3/2022,98760,59,81910,8,690,4,Postgraduate,6,1,0.738146005,1
8370,10/3/2022,43170,54,70590,1,335,3,Bachelor,13,1,0.767724685,0
24389,10/3/2022,75820,58,258710,4,717,4,Doctoral,2,0,0.929467763,0
10938,10/4/2022,78670,34,294980,5,280,4,Postgraduate,7,0,0.567304465,1
16692,10/4/2022,62870,24,196180,9,692,10,Bachelor,3,0,0.130939466,0
10058,10/4/2022,69630,59,137400,4,751,6,Bachelor,11,0,0.248254972,1
23181,10/4/2022,39940,51,220090,5,287,19,Doctoral,9,1,0.273366556,1
13593,10/4/2022,85120,21,146400,3,309,22,Bachelor,9,0,1.741839763,1
2533,10/4/2022,90310,34,201020,5,605,2,Doctoral,11,0,0.39391172,0
14810,10/5/2022,50300,57,227160,7,305,2,High School,7,0,0.711729788,0
15664,10/5/2022,67010,38,243780,7,656,23,Doctoral,7,1,0.892800424,1
10087,10/5/2022,97390,25,100330,9,440,26,Postgraduate,1,1,0.154812767,1
1601,10/5/2022,83470,34,265010,2,746,25,Postgraduate,11,1,0.355084324,1
16542,10/7/2022,76550,39,168970,8,506,21,Bachelor,11,1,0.884267631,1
14155,10/7/2022,90000,26,76850,2,669,24,Bachelor,9,0,0.273013706,0
22513,10/7/2022,98090,24,286400,1,576,10,Postgraduate,3,0,0.610002684,0
21963,10/10/2022,52460,43,249060,2,545,25,Postgraduate,5,0,0.684292379,0
15343,10/10/2022,73340,51,77270,2,520,16,Doctoral,7,1,0.173765234,1
12384,10/10/2022,67830,56,232290,8,335,7,Bachelor,5,1,0.179362995,1
12296,10/10/2022,39080,40,151140,4,341,29,Bachelor,3,1,0.812755798,1
7484,10/10/2022,86740,30,122950,5,483,22,Postgraduate,2,1,2.075520833,1
3519,10/11/2022,65130,37,246030,1,750,4,Bachelor,8,1,0.913528977,1
10187,10/11/2022,42820,34,67920,8,719,1,Postgraduate,6,1,0.316438096,0
22562,10/11/2022,42220,57,54990,3,575,7,Doctoral,4,1,0.529776936,1
13312,10/11/2022,36830,54,276980,6,712,3,Doctoral,4,0,0.091801416,1
3640,10/11/2022,81800,32,150090,7,340,26,Doctoral,4,1,0.75501952,0
24417,10/11/2022,95270,35,153970,8,371,24,High School,5,1,0.369579288,1
14659,10/11/2022,67620,25,250690,2,346,28,Bachelor,8,1,1.561127499,0
7951,10/11/2022,80050,54,299040,4,585,17,Postgraduate,6,0,0.223475333,1
14714,10/12/2022,94720,55,58390,8,255,10,Doctoral,9,0,1.308647584,1
16891,10/12/2022,46450,21,56310,6,670,17,Postgraduate,8,0,1.017896855,0
8809,10/12/2022,43310,43,233510,4,733,17,Bachelor,9,0,0.239148374,1
20762,10/12/2022,33800,32,59200,3,395,22,Bachelor,13,0,0.448008354,0
10998,10/12/2022,59570,40,228420,8,578,23,Bachelor,7,0,0.604726762,0
16003,10/13/2022,91850,30,106820,4,477,26,Postgraduate,9,1,0.284970722,1
6109,10/13/2022,36520,48,181490,1,702,17,Postgraduate,14,0,0.460493451,0
17810,10/13/2022,35080,52,296250,1,298,23,Postgraduate,8,1,0.306099451,0
18942,10/14/2022,91600,45,191730,7,477,1,Bachelor,3,1,0.445679012,1
14953,10/14/2022,60000,34,214970,9,494,1,Bachelor,10,0,0.554609929,0
22180,10/14/2022,46240,39,255730,2,515,21,Postgraduate,13,1,0.117507546,1
6084,10/14/2022,95500,23,163450,1,438,21,Postgraduate,1,0,0.739222683,0
6518,10/14/2022,91510,46,154310,5,409,27,Bachelor,1,1,0.392215109,1
18017,10/14/2022,79590,54,201330,2,350,21,Bachelor,1,0,0.985112718,0
23065,10/14/2022,86580,37,261530,8,675,8,Bachelor,13,0,0.278979479,0
3483,10/14/2022,40310,50,281380,3,344,25,High School,4,1,0.215756536,1
19042,10/14/2022,84520,23,101200,3,367,10,Bachelor,14,1,0.289856708,1
12919,10/14/2022,30130,40,211170,1,798,12,Doctoral,10,0,0.512415121,0
18752,10/14/2022,43850,40,119930,1,732,20,Doctoral,10,0,0.692268079,0
1834,10/17/2022,50170,45,60150,2,390,8,Postgraduate,9,1,0.150551208,0
10020,10/17/2022,55270,26,294370,8,366,8,Postgraduate,5,1,0.281407542,1
4123,10/17/2022,40750,22,235950,3,527,14,Doctoral,9,1,0.06495319,1
8853,10/17/2022,48370,27,224960,4,475,3,Bachelor,1,0,0.592186429,0
19379,10/17/2022,46260,58,117040,7,499,16,Postgraduate,12,0,0.70252399,1
2275,10/17/2022,86530,55,87190,7,612,6,Bachelor,12,0,0.214835101,0
22617,10/17/2022,76290,25,96740,2,279,24,Postgraduate,13,0,3.607776839,0
20894,10/17/2022,70070,21,216280,1,351,21,Postgraduate,4,1,0.547585587,1
12595,10/18/2022,54730,36,213020,6,295,8,High School,7,0,0.246558391,0
24049,10/18/2022,66430,35,219680,6,619,20,Bachelor,12,0,0.618487844,1
6176,10/18/2022,95690,46,274100,2,560,15,Postgraduate,11,0,0.432606616,1
1523,10/18/2022,49740,53,151730,6,368,24,Postgraduate,2,1,0.876785714,1
13436,10/18/2022,41940,25,133110,1,552,17,Doctoral,2,1,1.872583927,1
12389,10/18/2022,57930,37,101400,8,474,2,Bachelor,5,0,0.200726141,0
10731,10/18/2022,72340,37,246920,1,422,7,Postgraduate,7,1,0.590235156,0
8317,10/18/2022,67140,25,261390,7,470,21,Postgraduate,3,0,0.970184854,0
21637,10/18/2022,60720,23,142860,8,326,18,Bachelor,5,1,0.521350546,1
1875,10/19/2022,43090,48,169320,4,710,9,Bachelor,13,0,0.277866881,1
3645,10/19/2022,83740,43,201910,8,319,5,High School,9,0,0.818357281,0
8958,10/19/2022,46070,39,105670,1,685,28,Bachelor,9,1,0.130627927,0
10978,10/19/2022,86610,25,239240,1,259,10,Postgraduate,11,0,0.978479763,0
2599,10/19/2022,31050,26,249070,4,436,15,Bachelor,1,1,0.718901082,1
6983,10/19/2022,47590,25,195160,1,771,2,Bachelor,8,1,0.52598387,1
14485,10/19/2022,72950,57,244140,7,596,10,Postgraduate,11,1,0.394325113,1
15469,10/19/2022,57950,53,172980,9,600,24,High School,3,0,1.035650624,0
12750,10/19/2022,32070,56,182280,6,514,20,Bachelor,7,0,0.383235354,1
23714,10/19/2022,46320,52,114940,7,337,27,Bachelor,13,1,0.433420235,1
19416,10/19/2022,99110,22,139040,8,681,10,Postgraduate,6,1,1.706768716,1
5411,10/20/2022,91300,22,265260,4,743,11,Postgraduate,9,1,0.318056195,1
13453,10/20/2022,46670,38,223370,2,675,22,Bachelor,4,0,0.474648928,0
19871,10/20/2022,92920,45,270260,4,368,3,High School,13,0,0.511592259,0
1890,10/20/2022,61960,44,114220,8,368,22,Postgraduate,5,0,0.284819871,0
16852,10/21/2022,43920,55,241990,7,667,18,Doctoral,11,0,0.156903018,1
12206,10/21/2022,66020,44,190330,6,409,8,Bachelor,7,0,0.216174384,1
9971,10/21/2022,81630,27,200060,6,696,7,Doctoral,14,1,1.247931034,1
3828,10/21/2022,59320,39,86910,2,292,6,Doctoral,14,1,0.135027757,1
20025,10/21/2022,59840,53,74850,1,580,27,Bachelor,6,1,3.116729679,1
2055,10/21/2022,68030,30,217250,7,770,7,Doctoral,13,1,1.117874396,1
22573,10/24/2022,97700,45,128220,8,735,10,Postgraduate,9,1,0.44668008,0
12594,10/24/2022,31540,26,140630,5,273,1,High School,12,0,0.188945492,0
1442,10/24/2022,30310,37,119270,2,635,16,Bachelor,8,1,1.380680806,1
6693,10/24/2022,88750,45,228520,4,376,8,Doctoral,8,0,1.083074878,1
9149,10/24/2022,81330,35,138970,4,629,9,Postgraduate,12,1,0.31784599,1
9935,10/24/2022,50330,55,219290,6,607,26,Postgraduate,9,1,0.451371284,1
19350,10/25/2022,41840,43,267550,1,356,2,Bachelor,4,1,0.302134146,1
8518,10/25/2022,48690,47,63440,2,339,4,Doctoral,12,1,0.574088748,0
23193,10/25/2022,82640,26,197330,7,717,10,Bachelor,2,0,0.67192933,0
4995,10/25/2022,42820,30,183930,8,283,17,Bachelor,11,1,0.331408294,1
2128,10/25/2022,77910,44,122280,3,251,18,Bachelor,11,0,0.997354997,0
8606,10/25/2022,50730,29,298610,1,370,15,Bachelor,11,1,1.023138696,1
14415,10/25/2022,55950,29,138200,2,280,21,Bachelor,5,0,0.618393574,0
6811,10/25/2022,93260,24,193570,1,297,7,Bachelor,6,0,0.405101323,0
4164,10/25/2022,65950,30,68960,7,659,21,Doctoral,8,1,0.740384615,1
7944,10/25/2022,79010,40,97250,4,773,17,Bachelor,3,0,0.253220763,1
10517,10/26/2022,69060,59,280670,5,423,13,Doctoral,2,0,0.573167762,1
3997,10/26/2022,56600,33,150890,8,773,17,Bachelor,13,1,0.381189292,1
3642,10/26/2022,40350,53,97280,6,601,10,Postgraduate,2,0,2.789596727,0
14581,10/26/2022,68050,40,206080,3,535,16,Bachelor,13,0,0.201493328,0
7644,10/26/2022,56000,36,56250,5,705,16,Bachelor,8,1,1.948995363,1
13966,10/27/2022,44240,51,256740,8,535,18,Bachelor,13,0,0.442326782,1
2569,10/28/2022,65890,42,205770,7,682,6,Postgraduate,8,0,0.682575461,0
13817,10/28/2022,66620,33,184190,9,602,13,Doctoral,7,0,0.879747959,1
13059,11/1/2022,95460,32,168620,2,638,25,Bachelor,6,1,0.545833049,1
21584,11/1/2022,74070,42,280980,2,647,14,Postgraduate,9,0,0.123294757,1
15169,11/1/2022,47860,33,169420,4,673,18,Doctoral,13,0,0.372457183,1
24512,11/1/2022,84630,50,255180,3,687,12,Postgraduate,2,0,0.139405941,0
22048,11/1/2022,90790,28,292800,3,677,19,Postgraduate,12,0,0.685811357,1
8509,11/1/2022,32270,22,126460,8,273,12,Bachelor,2,1,0.516326153,1
22876,11/1/2022,32550,24,148160,1,426,14,Bachelor,4,1,0.195642819,1
4043,11/2/2022,75870,28,199110,6,761,1,Bachelor,3,1,1.192088091,1
19350,11/2/2022,88720,35,188070,7,536,18,Doctoral,9,0,0.435298239,1
9984,11/2/2022,76190,51,95170,6,716,21,Postgraduate,3,1,0.518306254,0
17693,11/2/2022,59920,29,169100,8,467,25,Doctoral,2,1,0.768763663,1
15181,11/2/2022,30080,43,70280,5,377,24,Postgraduate,12,0,0.140614193,0
4307,11/3/2022,83580,26,218830,1,286,24,Doctoral,9,0,3.202797203,0
16553,11/3/2022,40570,26,152610,8,614,7,Bachelor,13,1,0.40441741,1
7068,11/3/2022,38190,35,144730,4,490,20,Bachelor,2,0,0.373977886,0
15497,11/3/2022,34110,37,95560,5,269,10,Doctoral,6,1,1.059273798,1
11361,11/3/2022,69370,41,180620,3,265,12,Bachelor,2,0,0.993517973,0
21648,11/3/2022,72520,23,243190,5,428,12,Bachelor,12,1,0.123240776,0
14694,11/3/2022,31760,59,118550,7,281,25,High School,10,1,0.338089874,0
23871,11/3/2022,56010,47,245850,1,695,25,High School,9,1,1.19263776,1
1095,11/4/2022,63790,54,169420,8,760,22,Doctoral,12,0,1.954926387,0
22432,11/4/2022,82760,21,259930,7,347,19,Bachelor,7,0,0.56090535,1
18047,11/4/2022,52800,25,232400,6,475,22,Postgraduate,4,0,0.413636621,0
11169,11/7/2022,48140,21,215330,3,618,8,Doctoral,2,1,0.895087236,1
15527,11/7/2022,94350,32,100310,1,502,1,Bachelor,14,1,0.328423041,1
15283,11/7/2022,89950,31,190550,5,351,12,Bachelor,7,0,0.537820958,0
15673,11/7/2022,68100,49,171070,1,689,5,Doctoral,10,0,0.423788289,0
9981,11/7/2022,60000,40,189750,3,696,16,Doctoral,8,0,0.513468939,0
23489,11/7/2022,48570,24,90050,3,474,1,Postgraduate,7,0,0.253479032,0
17513,11/7/2022,96520,33,243640,9,685,18,Postgraduate,3,1,0.868849357,1
7836,11/8/2022,44650,56,88360,5,721,28,Doctoral,11,1,0.419838633,1
6330,11/9/2022,44350,26,162080,5,653,17,Postgraduate,4,0,0.173658785,0
3693,11/10/2022,67090,21,295540,7,663,6,Postgraduate,9,0,1.261505143,0
9526,11/14/2022,97860,35,242360,9,712,18,Postgraduate,14,1,0.173458445,0
21806,11/14/2022,86690,47,176390,1,742,2,Doctoral,11,0,1.02901443,0
2256,11/15/2022,60080,26,176320,2,633,6,Doctoral,14,0,0.646480604,1
13317,11/15/2022,58530,41,298430,6,311,3,Postgraduate,10,0,0.727286703,1
17513,11/15/2022,89050,22,207970,8,633,20,High School,11,1,0.402988078,1
5086,11/15/2022,79460,57,298740,2,491,21,Bachelor,12,1,0.41194321,1
21450,11/15/2022,90150,48,282450,9,735,2,High School,12,1,0.398054245,0
24560,11/15/2022,64040,45,220600,8,533,13,Bachelor,5,0,0.82006689,1
24453,11/15/2022,80020,50,236980,6,608,10,Postgraduate,11,0,0.983487784,0
12742,11/15/2022,70470,22,85320,2,576,24,Postgraduate,7,0,2.657352941,1
16209,11/15/2022,87750,32,87380,6,382,8,Postgraduate,12,1,0.328623549,1
12742,11/15/2022,42400,23,90440,3,779,14,Postgraduate,6,1,0.341069733,1
15603,11/15/2022,81580,25,229740,1,650,5,Postgraduate,7,1,0.33983082,1
17973,11/15/2022,61780,24,162690,1,488,9,Doctoral,6,0,0.742440508,0
11107,11/16/2022,62870,28,169570,7,325,18,Doctoral,11,1,0.847368961,1
11174,11/17/2022,66030,41,87940,9,651,1,Postgraduate,5,1,1.55775651,1
14223,11/17/2022,58790,29,215910,9,606,29,Postgraduate,13,0,1.048237151,0
20988,11/17/2022,90170,43,67560,8,326,29,Doctoral,14,0,0.438115918,1
11972,11/17/2022,58790,36,54740,2,260,29,Bachelor,14,1,0.170997191,0
12186,11/17/2022,58630,36,229380,5,369,10,Postgraduate,2,1,0.356630934,1
23824,11/17/2022,60430,25,149490,2,763,13,Postgraduate,10,0,0.52814146,0
24422,11/17/2022,67650,44,284440,7,625,5,Postgraduate,4,1,0.972056105,1
20530,11/17/2022,81150,59,95910,8,629,26,Postgraduate,10,1,0.232665094,1
20896,11/17/2022,98100,50,231250,6,348,12,Postgraduate,2,0,0.473302663,0
24393,11/17/2022,55290,45,165260,1,538,24,Postgraduate,13,1,0.295640915,1
10833,11/18/2022,94810,34,104340,2,669,22,Bachelor,8,0,0.381966948,0
23876,11/18/2022,76020,54,225430,8,534,23,Postgraduate,6,0,0.105374716,0
20591,11/18/2022,30910,27,236930,7,762,17,Doctoral,12,0,0.506365834,0
10389,11/18/2022,95550,58,52880,3,263,12,Postgraduate,6,1,0.77892788,1
14355,11/18/2022,95670,26,54470,1,785,5,Bachelor,14,1,0.156447657,1
4525,11/18/2022,31140,56,83210,4,363,18,Doctoral,14,1,0.339117779,1
15349,11/18/2022,70600,39,69740,8,443,23,Postgraduate,4,1,2.840839927,1
12958,11/18/2022,41460,53,95330,9,799,6,Doctoral,2,0,0.539855743,0
17904,11/18/2022,90920,51,221270,2,293,13,Postgraduate,1,1,0.460917747,1
23762,11/18/2022,94710,44,263070,5,716,7,Bachelor,3,1,0.532345772,1
14697,11/18/2022,95490,53,54340,5,395,2,Doctoral,5,0,1.289099526,0
19890,11/18/2022,77510,51,124960,6,411,28,Postgraduate,1,1,0.971298701,1
13019,11/21/2022,98200,50,53970,3,670,18,Doctoral,8,1,0.476602651,1
19310,11/21/2022,31540,51,126440,3,308,6,Postgraduate,3,1,2.4941145,1
2397,11/21/2022,89970,26,72860,8,622,8,Doctoral,6,0,0.223990683,0
12035,11/21/2022,30890,22,218970,3,263,14,Postgraduate,1,0,2.405673759,0
6150,11/21/2022,66730,28,292200,1,576,15,Postgraduate,6,1,2.248999199,0
14699,11/21/2022,45990,47,190000,7,371,2,Bachelor,11,0,0.52873702,0
4254,11/21/2022,30360,34,127730,1,505,19,Postgraduate,9,0,1.202814778,0
9857,11/21/2022,77360,32,189670,2,661,11,Doctoral,8,1,1.130478717,1
7434,11/21/2022,67980,39,127600,2,512,8,Doctoral,6,0,0.641534392,0
4610,11/21/2022,96090,46,262180,7,276,18,Bachelor,9,1,0.552205585,1
2737,11/22/2022,45000,56,146730,8,365,16,Bachelor,9,1,0.398838335,0
24458,11/22/2022,63080,21,126070,1,380,17,Bachelor,3,1,0.275386432,1
4082,11/22/2022,86940,49,94510,3,560,7,Postgraduate,7,1,1.186993477,1
2628,11/22/2022,89450,48,208610,4,528,24,Doctoral,7,1,2.61892436,1
23440,11/22/2022,53060,22,114280,8,372,5,Bachelor,5,1,0.292655494,1
4901,11/22/2022,90120,52,182130,8,268,20,Bachelor,12,0,0.426527958,0
2556,11/23/2022,38010,21,246520,3,719,16,Bachelor,2,1,0.479726544,0
8384,11/23/2022,38530,45,210080,5,633,13,Doctoral,2,0,0.306255223,1
11441,11/24/2022,73330,50,195030,3,273,13,Bachelor,5,1,0.461678005,0
22569,11/24/2022,96170,57,284980,1,670,19,Bachelor,8,0,0.069857179,0
22141,11/24/2022,75710,38,223480,9,680,28,Bachelor,10,0,1.118203034,0
18515,11/24/2022,50150,36,244670,9,649,17,Doctoral,9,1,1.048149677,0
6355,11/24/2022,40940,40,246890,5,421,5,Doctoral,14,1,0.316619384,1
10585,11/24/2022,36530,26,236260,5,620,17,Postgraduate,7,0,0.733503881,0
18688,11/24/2022,62390,22,85680,2,672,13,Bachelor,9,1,0.377920055,0
19453,11/24/2022,55180,58,123600,3,794,3,High School,7,0,0.962878655,0
5792,11/24/2022,97790,57,202860,5,693,12,Bachelor,3,0,0.138937971,0
19638,11/24/2022,56400,45,162980,8,761,6,High School,1,0,0.36151245,1
21190,11/24/2022,83170,32,173240,9,488,25,Bachelor,11,1,0.253795066,0
4227,11/24/2022,54880,52,107980,7,479,11,Doctoral,8,1,0.48866341,1
9735,11/25/2022,77930,40,185810,2,293,29,Bachelor,7,1,0.418309506,1
8500,11/25/2022,30740,37,90390,1,543,9,Doctoral,4,1,0.776416539,1
14468,11/25/2022,51650,22,92700,3,769,6,Bachelor,2,0,0.293195565,0
7534,11/25/2022,92270,35,246980,2,713,28,Postgraduate,1,0,0.306324358,0
2163,11/25/2022,77790,30,106870,3,450,24,Bachelor,11,1,0.254067245,1
22076,11/25/2022,39480,25,138220,7,581,1,Bachelor,10,1,0.409912927,1
19853,11/25/2022,67820,47,228900,8,756,24,Postgraduate,11,0,0.684077369,0
8600,11/25/2022,87530,30,242230,2,649,15,Postgraduate,5,1,0.255332041,0
2928,11/28/2022,89420,50,61090,2,556,21,Bachelor,8,0,0.076978834,0
10541,11/28/2022,42790,33,108780,4,499,14,Postgraduate,3,1,0.230630248,0
15067,11/28/2022,90340,47,226230,2,471,25,Doctoral,7,1,0.754916793,0
5067,11/28/2022,98030,53,114110,8,650,13,Postgraduate,8,1,0.316606229,1
21214,11/28/2022,63310,35,77020,1,497,14,Bachelor,14,0,0.083115677,1
21729,11/28/2022,78960,34,215640,5,360,20,Bachelor,6,0,0.192053721,0
15795,11/28/2022,66920,34,64910,3,560,27,Postgraduate,1,1,0.31444795,0
22915,11/29/2022,74490,46,295770,4,656,6,Doctoral,10,1,0.493561644,1
16659,11/29/2022,45650,50,153810,6,638,29,Bachelor,8,1,0.19914782,0
12012,11/29/2022,39050,47,140820,6,649,22,Bachelor,1,1,0.56195834,1
15606,11/29/2022,85090,23,208210,9,259,19,Postgraduate,9,0,0.165979821,0
14973,11/29/2022,43610,31,293670,1,539,22,Postgraduate,3,1,0.885040531,1
17904,11/29/2022,72580,59,279150,6,440,11,Bachelor,4,1,0.443930808,0
20950,11/29/2022,56270,27,159620,3,562,9,Bachelor,6,1,0.250392377,1
10777,11/29/2022,65110,48,59280,1,778,8,Bachelor,4,1,0.424549299,1
22997,11/29/2022,49670,29,90910,1,734,18,Postgraduate,6,1,1.737102951,1
3894,11/29/2022,63770,24,252600,1,353,2,Postgraduate,13,0,0.403906557,1
8500,11/29/2022,40670,50,197790,7,454,14,Doctoral,9,0,1.278532169,0
3745,11/29/2022,71740,46,111010,4,519,27,High School,13,1,0.540712687,1
20616,11/30/2022,94210,32,254250,5,524,8,Bachelor,3,0,2.317174515,0
17467,11/30/2022,82710,45,56510,3,660,20,Bachelor,9,1,1.120818696,0
19002,11/30/2022,50580,28,77180,4,551,16,High School,5,1,0.484989109,1
3793,11/30/2022,69240,27,217510,6,525,7,Bachelor,3,0,0.985649054,1
4574,11/30/2022,54520,55,195750,5,782,7,Postgraduate,7,1,0.368426391,1
3828,11/30/2022,69830,37,123510,1,764,16,Postgraduate,10,1,1.164791198,0
22453,12/1/2022,70080,41,169060,5,408,5,Bachelor,8,1,0.571455189,1
21715,12/1/2022,85600,35,135620,8,605,14,Bachelor,3,0,0.346731781,0
19048,12/1/2022,82720,54,67730,2,756,18,Bachelor,8,0,0.339343538,0
17958,12/1/2022,80660,51,170990,3,557,23,Postgraduate,11,0,0.316251154,0
18811,12/1/2022,91040,45,195610,7,752,13,Bachelor,14,0,0.372021679,0
19848,12/1/2022,71720,59,281990,8,275,16,High School,1,1,0.347668394,0
3827,12/1/2022,50220,32,87920,2,601,4,Bachelor,4,0,0.533921471,0
14782,12/1/2022,98690,48,128950,2,300,5,Postgraduate,4,1,0.336546755,1
5132,12/1/2022,89600,26,149370,3,306,1,Bachelor,9,0,0.657403046,0
1410,12/1/2022,68760,22,214850,7,714,17,Postgraduate,12,1,0.929152542,1
9649,12/1/2022,60220,37,119220,8,353,13,Doctoral,14,0,0.154006441,0
17793,12/1/2022,32980,56,136750,4,301,2,Postgraduate,4,0,0.658473207,1
12291,12/1/2022,68430,38,224190,1,352,18,Bachelor,6,1,0.322668482,1
9001,12/1/2022,86730,23,76540,4,743,18,High School,5,1,0.740253749,1
